Code,Level,Parent,Description
84.12,4,84.1,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security"
84.12.0,5,84.12,"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security"
84.13,4,84.1,Regulation of and contribution to more efficient operation of businesses
84.13.0,5,84.13,Regulation of and contribution to more efficient operation of businesses
84.2,3,84,Provision of services to the community as a whole
84.21,4,84.2,Foreign affairs
84.21.0,5,84.21,Foreign affairs
84.22,4,84.2,Defence activities
84.22.0,5,84.22,Defence activities
84.23,4,84.2,Justice and judicial activities
84.23.0,5,84.23,Justice and judicial activities
84.24,4,84.2,Public order and safety activities
84.24.0,5,84.24,Public order and safety activities
84.25,4,84.2,Fire service activities
84.25.0,5,84.25,Fire service activities
84.3,3,84,Compulsory social security activities
84.30,4,84.3,Compulsory social security activities
84.30.0,5,84.30,Compulsory social security activities
P,1,,Education
85,2,P,Education
85.1,3,85,Pre-primary education
85.10,4,85.1,Pre-primary education
85.10.1,5,85.10,Kindergarten education
85.10.2,5,85.10,"Pre-school classes, school-kindergartens"
85.2,3,85,Primary education
85.20,4,85.2,Primary education
85.20.0,5,85.20,Primary education
85.3,3,85,Secondary education
85.31,4,85.3,General secondary education
85.31.1,5,85.31,"Schools offering general education, secondary level stage I"
85.31.2,5,85.31,"Schools offering general education, secondary level stage II"
85.32,4,85.3,Technical and vocational secondary education
85.32.0,5,85.32,Technical and vocational secondary education
85.4,3,85,Higher education
85.41,4,85.4,Post-secondary non-tertiary education
85.41.0,5,85.41,Post-secondary non-tertiary education
85.42,4,85.4,Tertiary education
85.42.1,5,85.42,Universities
85.42.2,5,85.42,Universities of applied sciences
85.42.3,5,85.42,Colleges of public administration
85.42.4,5,85.42,"Vocational academies, specialised academies, schools for nurses, midwives etc."
85.5,3,85,Other education
85.51,4,85.5,Sports and recreation education
85.51.0,5,85.51,Sports and recreation education
85.52,4,85.5,Cultural education
85.52.0,5,85.52,Cultural education
85.53,4,85.5,Driving school activities
85.53.0,5,85.53,Driving school activities
85.59,4,85.5,Other education n.e.c.
85.59.1,5,85.59,General and political adult education
85.59.2,5,85.59,Vocational training for adults
85.59.9,5,85.59,Education n.e.c.
85.6,3,85,Educational support activities
85.60,4,85.6,Educational support activities
85.60.0,5,85.60,Educational support activities
Q,1,,Human health and social work activities
86,2,Q,Human health activities
86.1,3,86,Hospital activities
86.10,4,86.1,Hospital activities
86.10.1,5,86.10,"Hospital activities (excluding university hospitals, preventive care and rehabilitation centres)"
86.10.2,5,86.10,Activities of university hospitals
86.10.3,5,86.10,Activities of preventive care and rehabilitation centres
86.2,3,86,Medical and dental practice activities
86.21,4,86.2,General medical practice activities
86.21.0,5,86.21,General medical practice activities
86.22,4,86.2,Specialist medical practice activities
86.22.0,5,86.22,Specialist medical practice activities
86.23,4,86.2,Dental practice activities
86.23.0,5,86.23,Dental practice activities
86.9,3,86,Other human health activities
86.90,4,86.9,Other human health activities
86.90.1,5,86.90,Activities of psychological psychotherapists
86.90.2,5,86.90,"Activities of midwives and man midwives, physiotherapists and other paramedical practitioners in the field of massage, hydrotherapy, etc."
86.90.3,5,86.90,Activities of non-medical practitioners
86.90.9,5,86.90,Other own-account activities pertaining to human health
87,2,Q,Residential care activities
87.1,3,87,Residential nursing care activities
87.10,4,87.1,Residential nursing care activities
87.10.0,5,87.10,Residential nursing care activities
87.2,3,87,"Residential care activities for mental retardation, mental health and substance abuse"
87.20,4,87.2,"Residential care activities for mental retardation, mental health and substance abuse"
87.20.0,5,87.20,"Residential care activities for mental retardation, mental health and substance abuse"
87.3,3,87,Residential care activities for the elderly and disabled
87.30,4,87.3,Residential care activities for the elderly and disabled
87.30.0,5,87.30,Residential care activities for the elderly and disabled
87.9,3,87,Other residential care activities
87.90,4,87.9,Other residential care activities
87.90.0,5,87.90,Other residential care activities
88,2,Q,Social work activities without accommodation
88.1,3,88,Social work activities without accommodation for the elderly and disabled
88.10,4,88.1,Social work activities without accommodation for the elderly and disabled
88.10.1,5,88.10,Domestic social service activities
88.10.2,5,88.10,Other social work activities without accommodation for the elderly and disabled
88.9,3,88,Other social work activities without accommodation
88.91,4,88.9,Child day-care activities
88.91.0,5,88.91,Child day-care activities
88.99,4,88.9,Other social work activities without accommodation n.e.c.
88.99.0,5,88.99,Other social work activities without accommodation n.e.c.
R,1,,"Arts, entertainment and recreation"
90,2,R,"Creative, arts and entertainment activities"
90.0,3,90,"Creative, arts and entertainment activities"
90.01,4,90.0,Performing arts
90.01.1,5,90.01,Activities of theatre ensembles
90.01.2,5,90.01,"Activities of ballet companies, orchestras, bands and choirs"
90.01.3,5,90.01,Activities of own-account performers and circus groups
90.01.4,5,90.01,"Activities of own-account stage, motion picture, radio and television artists and other performing arts activities"
90.02,4,90.0,Support activities to performing arts
90.02.0,5,90.02,Support activities to performing arts
90.03,4,90.0,Artistic creation
90.03.1,5,90.03,"Activities of own-account composers, arranging of music"
90.03.2,5,90.03,Activities of own-account writers
90.03.3,5,90.03,Activities of own-account visual artists
90.03.4,5,90.03,Activities of own-account restorers
90.03.5,5,90.03,Activities of own-account journalists and press photographers
90.04,4,90.0,Operation of arts facilities
90.04.1,5,90.04,Organisation of theatre performances and concerts
90.04.2,5,90.04,"Operation of opera houses, theatre and concert halls and similar facilities"
90.04.3,5,90.04,Operation of variety theatres and cabarets
91,2,R,"Libraries, archives, museums and other cultural activities"
91.0,3,91,"Libraries, archives, museums and other cultural activities"
91.01,4,91.0,Library and archives activities
91.01.0,5,91.01,Library and archives activities
91.02,4,91.0,Museums activities
91.02.0,5,91.02,Museums activities
91.03,4,91.0,Operation of historical sites and buildings and similar visitor attractions
91.03.0,5,91.03,Operation of historical sites and buildings and similar visitor attractions
91.04,4,91.0,Botanical and zoological gardens and nature reserves activities
91.04.0,5,91.04,Botanical and zoological gardens and nature reserves activities
92,2,R,Gambling and betting activities
92.0,3,92,Gambling and betting activities
92.00,4,92.0,Gambling and betting activities
92.00.1,5,92.00,Operation of gambling dens and slot machines
92.00.2,5,92.00,Operation of casinos and gambling clubs
92.00.3,5,92.00,"Betting, pools and lottery activities"
93,2,R,Sports activities and amusement and recreation activities
93.1,3,93,Sports activities
93.11,4,93.1,Operation of sports facilities
93.11.0,5,93.11,Operation of sports facilities
93.12,4,93.1,Activities of sport clubs
93.12.0,5,93.12,Activities of sport clubs
93.13,4,93.1,Fitness facilities
93.13.0,5,93.13,Fitness facilities
93.19,4,93.1,Other sports activities
93.19.0,5,93.19,Other sports activities
93.2,3,93,Amusement and recreation activities
93.21,4,93.2,Activities of amusement parks and theme parks
93.21.0,5,93.21,Activities of amusement parks and theme parks
93.29,4,93.2,Other amusement and recreation activities
93.29.0,5,93.29,Other amusement and recreation activities
S,1,,Other service activities
94,2,S,Activities of membership organisations
94.1,3,94,"Activities of business, employers and professional membership organisations"
94.11,4,94.1,Activities of business and employers membership organisations
94.11.0,5,94.11,Activities of business and employers membership organisations
94.12,4,94.1,Activities of professional membership organisations
94.12.0,5,94.12,Activities of professional membership organisations
94.2,3,94,Activities of trade unions
94.20,4,94.2,Activities of trade unions
94.20.0,5,94.20,Activities of trade unions
94.9,3,94,Activities of other membership organisations
94.91,4,94.9,Activities of religious organisations
94.91.0,5,94.91,Activities of religious organisations
94.92,4,94.9,Activities of political organisations
94.92.0,5,94.92,Activities of political organisations
94.99,4,94.9,Activities of other membership organisations n.e.c.
94.99.1,5,94.99,"Activities of organisations in the field of education, science and research"
94.99.2,5,94.99,Activities of cultural organisations
94.99.3,5,94.99,Activities of consumer associations
94.99.4,5,94.99,Activities of youth organisations
94.99.9,5,94.99,Activities of other membership organisations n.e.c.
95,2,S,Repair of computers and personal and household goods
95.1,3,95,Repair of computers and communication equipment
95.11,4,95.1,Repair of computers and peripheral equipment
95.11.0,5,95.11,Repair of computers and peripheral equipment
95.12,4,95.1,Repair of communication equipment
95.12.0,5,95.12,Repair of communication equipment
95.2,3,95,Repair of personal and household goods
95.21,4,95.2,Repair of consumer electronics
95.21.0,5,95.21,Repair of consumer electronics
95.22,4,95.2,Repair of household appliances and home and garden equipment
95.22.0,5,95.22,Repair of household appliances and home and garden equipment
95.23,4,95.2,Repair of footwear and leather goods
95.23.0,5,95.23,Repair of footwear and leather goods
95.24,4,95.2,Repair of furniture and home furnishings
95.24.0,5,95.24,Repair of furniture and home furnishings
95.25,4,95.2,"Repair of watches, clocks and jewellery"
95.25.0,5,95.25,"Repair of watches, clocks and jewellery"
95.29,4,95.2,Repair of other personal and household goods
95.29.0,5,95.29,Repair of other personal and household goods
96,2,S,Other personal service activities
96.0,3,96,Other personal service activities
96.01,4,96.0,Washing and (dry-)cleaning of textile and fur products
96.01.0,5,96.01,Washing and (dry-)cleaning of textile and fur products
96.02,4,96.0,Hairdressing and other beauty treatment
96.02.1,5,96.02,Hairdressing
96.02.2,5,96.02,Beauty treatment
96.03,4,96.0,Funeral and related activities
96.03.1,5,96.03,Activities of morticians
96.03.2,5,96.03,Operation of cemeteries and crematoriums
96.04,4,96.0,Physical well-being activities
96.04.0,5,96.04,Physical well-being activities
96.09,4,96.0,Other personal service activities n.e.c.
96.09.0,5,96.09,Other personal service activities n.e.c.
T,1,,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use
97,2,T,Activities of households as employers of domestic personnel
97.0,3,97,Activities of households as employers of domestic personnel
97.00,4,97.0,Activities of households as employers of domestic personnel
97.00.0,5,97.00,Activities of households as employers of domestic personnel
98,2,T,Undifferentiated goods- and services-producing activities of private households for own use
98.1,3,98,Undifferentiated goods-producing activities of private households for own use
98.10,4,98.1,Undifferentiated goods-producing activities of private households for own use
98.10.0,5,98.10,Undifferentiated goods-producing activities of private households for own use
98.2,3,98,Undifferentiated service-producing activities of private households for own use
98.20,4,98.2,Undifferentiated service-producing activities of private households for own use
98.20.0,5,98.20,Undifferentiated service-producing activities of private households for own use
U,1,,Activities of extraterritorial organisations and bodies
99,2,U,Activities of extraterritorial organisations and bodies
99.0,3,99,Activities of extraterritorial organisations and bodies
99.00,4,99.0,Activities of extraterritorial organisations and bodies
99.00.0,5,99.00,Activities of extraterritorial organisations and bodies
