Code,Level,Parent,Description,Definition,Examples
71129,5,7112,Engineering design and consultancy activities n.e.c.,"This Sub-class includes engineering design and consultancy activities not elsewhere classified like:
•fire engineering design
•marine transport equipment (e.g. ships, boats) engineering design 
•safety engineering design
•engineering services related to the design of air and space transport equipment (e.g. airplanes, space transport vehicles)
•engineering services related to the design of land transport equipment (e.g. motor vehicles, trains)
•engineering services related to the design of electronic equipment (e.g. handphones, computers) and other electronic components
•engineering services related to the design of electrical equipment (e.g. lighting, household appliances) and components thereof

Units in this Sub-class are primarily engaged in one or more of the following: 
•engineering design (i.e. applying physical laws and principles of engineering in the engineering project) services for engineering projects that are not covered under SSIC 71121 to 71126. Other services related to the engineering project may be provided as well, for example: provision of advice related to engineering principles and methods, preparation of feasibility studies, preparation of preliminary and final plans and designs, provision of technical services during the construction or installation phase, inspection and evaluation of the project.
•engineering technical consultancy services (i.e. provision of advice to clients regarding engineering principles and methods) for engineering projects that are not covered under SSIC 71121 to 71126
•engineering project development and management for engineering projects that are not covered under SSIC 71121 to 71126","•fire engineering design
•marine transport equipment (e.g. ships, boats) engineering design 
•aerospace engineering design (e.g. airplanes, space transport vehicles)"
712,3,71,TECHNICAL TESTING AND ANALYSIS SERVICES,,
7120,4,712,Technical Testing and Analysis Services,,
71200,5,7120,Technical testing and analysis services (including certification of products and services),"This Sub-class includes testing of performance of physical, chemical and other analytical testing of all types of materials and products such as:
•testing of composition and purity of minerals, etc.
•testing activities in the field of food hygiene, including veterinary testing and control in relation to food production
•testing of physical characteristics and performance of materials, such as strength, thickness, durability, radioactivity
•performance testing of complete machinery, such as motors, automobiles, electronic equipment
•radiographic testing of welds and joints testing and measuring of environmental indicators, such as air and water pollution
•bunker surveying which involves providing inspections and examinations of the fuel for marine vessels and bunkers, such as fuel sampling 
•preparations, checking presence of water in fuel, measurements of oil fuel temperature
•activities of certification and accreditation of products and services",
72,2,M,SCIENTIFIC RESEARCH AND DEVELOPMENT,,
721,3,72,RESEARCH AND EXPERIMENTAL DEVELOPMENT ON NATURAL SCIENCES AND ENGINEERING,,
7210,4,721,Research and Experimental Development on Natural Sciences and Engineering,,
72101,5,7210,Research and experimental development on biotechnology (excluding medical science),"This Sub-class includes biotechnology research and experimental development (R&D) that involves the study of the use of microorganisms and cellular and biomolecular processes to develop or alter living or non-living materials. This research and development in biotechnology may result in development of new processes or in prototypes of new products that may be reproduced, utilised, or implemented by various industries (excluding medical science).",
72102,5,7210,Research and experimental development on electronics (excluding medical science),"This Sub-class includes research and experimental development (R&D) on electronic hardware and software for various uses (e.g. industrial, household, IT). This research and development in electronics may result in development of new processes or in prototypes of new software or hardware that may be reproduced, utilised, or implemented by various industries (excluding medical science).",
72103,5,7210,Research and experimental development on chemicals (excluding medical science),"This Sub-class includes: 
•research and experimental development (R&D) to produce new chemical products
•R&D to improve procedure and processes to make chemicals (e.g. to conserve and minimize the amount of raw materials to be used in the chemical production process)",
72104,5,7210,Research and experimental development on engineering,"This Sub-class includes: 
•research and experimental development (R&D) on general building or civil engineering design, process and industrial plant engineering design, infrastructure engineering design, mining, oil & gas extraction and offshore exploration activities engineering design to produce new engineering equipment/machinery (e.g. new machines to reduce time for infrastructure, new machines that help to reduce pollution for mining)
•R&D to improve existing engineering procedure and processes (e.g. reduce time taken to perform engineering procedures)",
72105,5,7210,Research and experimental development on environment and clean technologies (excluding biotechnology),"This Sub-class includes:
•research and experimental development (R&D) to produce new environment and clean energy technologies (e.g. new renewable fuel source)
•R&D to improve procedure and processes for existing environment and clean energy technologies (e.g. more efficient ways of producing the clean technology)",
72106,5,7210,Research and experimental development on medical science,"This Sub-class includes:
•research and experimental development (R&D) on the diagnosis, treatment, and prevention of disease
•R&D of human health and acquiring knowledge to cure or prevent diseases in human beings
•R&D on vaccines to prevent diseases in human beings
•R&D on all types of technologies (e.g. electronics, biotechnology) that directly impact human health
•Clinical research that determines the safety and efficacy of medications, devices, diagnostic products and treatment regimens intended for human use",
72109,5,7210,Research and experimental development on natural sciences n.e.c.,This Sub-class includes research and experimental development (R&D) activities not elsewhere classified.,"•agricultural experimentation
•R&D, agriculture
•agricultural research service"
722,3,72,RESEARCH AND EXPERIMENTAL DEVELOPMENT ON SOCIAL SCIENCES AND HUMANITIES,,
7220,4,722,Research and Experimental Development on Social Sciences and Humanities,,
72200,5,7220,Research and experimental development on social sciences and humanities,"This Sub-class includes the activities of research and development in social sciences, humanities and other interdisciplinary research predominantly on social sciences and humanities.",
73,2,M,ADVERTISING AND MARKET RESEARCH,,
731,3,73,ADVERTISING,,
7310,4,731,Advertising,,
73100,5,7310,Advertising activities,"This Sub-class includes establishments involved in planning, creating and executing public relations, marketing and branding campaigns across digital and non-digital channels. 

These includes the provision of: 
•advertising and creative services, such as conceptualisation and production of commercial advertisements through various channels like radio, television, outdoor, social media, electronic mailers, etc.
•planning and conducting of integrated marketing strategies via, for example, marketing-specific competitive and customer analyses to inform on target customer segments, competitive positioning and price determination
•media selection, buying and placement services 
•media and stakeholder engagements",
732,3,73,MARKET RESEARCH AND PUBLIC OPINION POLLING,,
7320,4,732,Market Research and Public Opinion Polling,,
73200,5,7320,Market research and public opinion polling,"This Sub-class includes research and analysis on market potential, acceptance of products and buying habits of consumers for the promotion and development of products and services and public opinion polling for opinions about political, economic and social issues.",
74,2,M,"OTHER PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,
741,3,74,SPECIALISED DESIGN ACTIVITIES,,
7411,4,741,Industrial Design Activities,,
74111,5,7411,Electronics-related industrial design services,"This Sub-class includes electronics-related industrial design services including:
•handphone design service
•electronic medical equipment design service

Units in this Sub-class are primarily engaged in creating and developing designs and specifications that optimise the use, value and appearance of all types of electronics products, including the determination of the materials, construction, mechanism, shape, colour and surface finishes of the product, taking into consideration human characteristics and needs, safety, market appeal and efficiency in production, distribution, use and maintenance.",
74112,5,7411,Transport-related industrial design services,"This Sub-class includes design services for transport equipment, for example: 
•automobiles
•mass-transit vehicles
•ships and marine vessels
•bicycles and Personal Mobility Devices (PMD)

Units in this Sub-class are primarily engaged in creating and developing designs and specifications that optimise the use, value and appearance of all types of transport equipment, including the determination of the materials, construction, mechanism, shape, colour and surface finishes of the product, taking into consideration human characteristics and needs, safety, market appeal and efficiency in production, distribution, use and maintenance.",
74113,5,7411,Furniture design services,"This Sub-class includes design services for furniture.

Units in this Sub-class are primarily engaged in creating and developing designs and specifications that optimise the use, value and appearance of all types of furniture, including the determination of the materials, construction, mechanism, shape, colour and surface finishes of the product, taking into consideration human characteristics and needs, safety, market appeal and efficiency in production, distribution, use and maintenance.",
74119,5,7411,Industrial design activities n.e.c.,"This Sub-class includes design services for other industrial products that are not elsewhere classified, for example: 
•non-electronic medical equipment 
•non-electronic tools

Units in this Sub-class are primarily engaged in creating and developing designs and specifications that optimise the use, value and appearance of all types of industrial products not covered under SSIC 74111 to 74113, including the determination of the materials, construction, mechanism, shape, colour and surface finishes of the product, taking into consideration human characteristics and needs, safety, market appeal and efficiency in production, distribution, use and maintenance.",•medical equipment design (non-electronic) service
7419,4,741,Other Specialised Design Activities,,
74191,5,7419,Interior design services,"This Sub-class includes interior design services i.e. the planning, designing, and administering projects in interior spaces to meet the physical and aesthetic needs of people using them, taking into consideration building, health and safety regulations, floor planning, mechanical and electrical needs, and interior fittings and furniture.",
74192,5,7419,Art and graphic design services,"This Sub-class includes art and graphic design services i.e. in planning, designing, and managing the production of visual communication in order to convey specific messages or concepts, clarify complex information, or project visual identities. These services can include:
•the design of printed materials, packaging, advertising, signage systems, and corporate logos
•drawings and illustrations requiring technical accuracy or interpretative skills
•medical art or illustration services",
74193,5,7419,Fashion (including accessories) design services,"This Sub-class includes fashion design services including those related to textiles, wearing apparel, shoes, jewellery and other accessories.",
74194,5,7419,Exhibition stand design services,This Sub-class includes exhibition stand design services.,
74199,5,7419,Other specialised design activities n.e.c.,This Sub-class includes other specialised design activities not elsewhere classified.,"•baby product design service
•lighting design service
•toy design service"
742,3,74,PHOTOGRAPHIC ACTIVITIES,,
7420,4,742,Photographic Activities,,
74200,5,7420,Photographic activities,"This Sub-class includes:
•photo taking services such as:
- portrait photography for weddings, passports
- studio photography
- aerial photography
- photography for commercial purposes
- fashion photography
- activities of photographic booths that are coin-operated photo-taking machines
•photo processing and finishing services
•microfiche service
•microfilming service
•micro-imaging recording
•video-recording service",
749,3,74,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES N.E.C.",,
7490,4,749,"Professional, Scientific and Technical Activities n.e.c.",,
74901,5,7490,Translation services,This Sub-class includes translation and interpretation services.,
74902,5,7490,Brokerage and consultancy services of intellectual property assets,"This Sub-class includes brokerage and consultancy services of intellectual property assets including:
•non-legal franchising consultancy
•non-legal intellectual property brokerage and consultancy 
•non-legal mediation between the buyer and seller of intellectual property such as patents, copyrights, trade marks",
74903,5,7490,Agrotechnology consultancy services,This Sub-class includes agrotechnology consultancy services.,
74904,5,7490,Carbon consultancy services,This Sub-class includes carbon consultancy services such as carbon emission consultancy.,
74905,5,7490,"Agents for artistes, athletes, models and other performers","This Sub-class includes activities involving the obtaining of engagements in motion picture, theatrical production or other entertainment or sports attractions and the placement of books, plays, artworks, photographs, etc., with publishers, producers, etc. for artistes, athletes, models and other performers.",
74909,5,7490,"Other professional, scientific and technical activities n.e.c.","This Sub-class includes other professional, scientific and technical activities not elsewhere classified.","•security consultancy services
•antiques appraisal service
•arboriculture services"
75,2,M,VETERINARY ACTIVITIES,,
750,3,75,VETERINARY ACTIVITIES,,
7500,4,750,Veterinary Activities,,
75000,5,7500,Veterinary activities,This Sub-class includes the provision of animal healthcare and other veterinary activities. These activities are carried out by qualified veterinarians in veterinary hospitals or veterinary clinics. It also includes animal ambulance and animal specimen testing activities.,
N,1,,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,
77,2,N,RENTAL AND LEASING ACTIVITIES,,
771,3,77,RENTING AND LEASING OF LAND TRANSPORT EQUIPMENT,,
7710,4,771,Renting and Leasing of Land Transport Equipment,,
77101,5,7710,Renting and leasing of private cars without driver (excluding online marketplaces),This Sub-class includes the rental and leasing of private cars without driver.,
77102,5,7710,Renting and leasing of bicycles and inline/roller skates,"This Sub-class includes the rental and leasing of bicycles and roller/inline skates.

Units in this Sub-class are primarily engaged in one or more of the following: 
•rental and leasing of bicycles and inline/roller skates for all purposes such as transportation, recreational and sports
•bicycle-sharing
•renting and leasing of personal mobility devices",
77109,5,7710,Renting and leasing of land transport equipment (except cars) without driver n.e.c. (excluding online marketplaces),This Sub-class includes the rental and leasing of vehicles without drivers not elsewhere classified.,"•caravan rental service, without operator
•container rental service
•lorry rental service, without operator"
772,3,77,RENTING AND LEASING OF PERSONAL AND HOUSEHOLD GOODS,,
7721,4,772,Renting and Leasing of Recreational and Sports Goods,,
77210,5,7721,Renting and leasing of recreational and sports goods,"This Sub-class includes the rental and leasing of recreational and sports equipment (e.g. leisure boats and canoes, footballs).",
7722,4,772,Renting of VCDs and DVDs,,
77220,5,7722,Renting of VCDs and DVDs,This Sub-class includes renting of VCDs and DVDs.,
7729,4,772,Renting and Leasing of Other Personal and Household Goods,,
77291,5,7729,"Renting and leasing of furniture, utensils and electronic equipment for household use","This Sub-class includes units providing rental and leasing of furniture, utensils and electronic equipment for household use.

Units in this Sub-class are primarily engaged in one or more of the following: 
•rental and leasing of furniture, pottery and glass, kitchen and tableware, electrical appliances and house wares for household use
•rental and leasing of electronic equipment for household use",
77292,5,7729,Renting of attire (e.g. costumes),"This Sub-class includes:
• rental and leasing of textiles, wearing apparel and footwear
•rental and leasing of costumes",
77299,5,7729,Renting and leasing of other personal and household goods n.e.c. (excluding online marketplaces),This Sub-class includes units providing rental and leasing of all kinds of personal and household goods to households or industries that are not elsewhere classified.,"•rental and leasing of assistive products for mobility and daily living
•rental and leasing of health aids (e.g. wheelchairs, mobility scooters, hospital beds, crutches, walking frames, etc.)
•book renting"
773,3,77,"RENTING AND LEASING OF OTHER MACHINERY, EQUIPMENT AND TANGIBLE GOODS",,
7731,4,773,Renting of Water Transport Equipment,,
77310,5,7731,Renting of water transport equipment without operator (e.g. commercial boats and ships without operator),This Sub-class includes the rental and leasing of all kinds of water transport equipment without operator such as commercial boats and ships.,
7732,4,773,Renting of Air Transport Equipment,,
77320,5,7732,Renting of air transport equipment without operator (e.g. airplanes without operator),This Sub-class includes the rental and leasing of all kinds of air transport equipment without operator such as airplanes.,
7733,4,773,Renting of Construction and Civil Engineering Machinery and Equipment,,
77330,5,7733,Renting of construction and civil engineering machinery and equipment,"This Sub-class includes the rental and leasing of all kinds of construction and civil engineering machinery and equipment without operator such as crane lorries, scaffolds and work platforms.",
7734,4,773,Renting of Office Machinery and Equipment (including Computers),,
77341,5,7734,Renting of computers and peripheral equipment,This Sub-class includes renting and operational leasing of computers and computer peripheral equipment.,
77342,5,7734,Renting of office machinery and equipment,"This Sub-class includes:
• renting and operational leasing of office machinery and equipment without operator
•renting and operational leasing of duplicating machines, typewriters and word-processing machines
•renting and operational leasing of accounting machinery and equipment: cash registers, electronic calculators, etc.",
7739,4,773,"Renting of Machinery, Equipment and Tangible Goods n.e.c.",,
77391,5,7739,Renting and leasing of professional radio and television sets and sound reproducing and recording equipment,"This Sub-class includes renting and operational leasing of professional radio, television and communication equipment and sound reproducing and recording equipment.",
77392,5,7739,Renting of industrial machinery and equipment,"This Sub-class includes renting and operational leasing of industrial machinery and equipment without operator such as:
•machine tools
•mining and oilfield equipment 
•other scientific, commercial and industrial machinery",
77399,5,7739,"Renting of other machinery, equipment and tangible goods n.e.c. (excluding online marketplaces)","This Sub-class includes renting of other machinery, equipment and tangible goods not elsewhere classified.","•agricultural machinery and equipment rental
•farm machinery rental
•vending machine, rental only without sale of goods (including food)"
774,3,77,LEASING OF NON-FINANCIAL INTANGIBLE ASSETS,,
7740,4,774,Leasing of Non-Financial Intangible Assets,,
77400,5,7740,"Leasing of non-financial intangible assets (e.g. patents, trade marks, brand names etc)","This Sub-class includes the activities of allowing others to use intellectual property products and similar products for which a royalty payment or licensing fee is paid to the owner of the product (i.e. the asset holder). The leasing of these products can take various forms, such as permission for reproduction, use in subsequent processes or products, operating businesses under a franchise. The current owners may or may not have created these products.

Units in this Sub-class are primarily engaged in one or more of the following:
•leasing of intellectual property products (except copyrighted works, such as books or software)
•receiving royalties or licensing fees for the use of:
- trade marks or service marks
- brand names
- franchise agreements",
78,2,N,EMPLOYMENT ACTIVITIES,,
781,3,78,EMPLOYMENT AND RECRUITMENT AGENCIES,,
7810,4,781,Employment and Recruitment Agencies,,
78101,5,7810,IT manpower contracting services,"This Sub-class includes Information Technology (IT) manpower contracting services for supplying workers to clients' businesses for limited periods of time (on a fee or contract basis) to temporarily replace or supplement the working force of the client, where the individuals provided are employees of the temporary help service unit. Assignments are usually temporary and performed under the supervision of staff of the client unit, at the client’s work site.",
78102,5,7810,Manpower contracting services (excluding IT manpower),"This Sub-class includes non-Information technology (IT) manpower contracting services for supplying workers to clients' businesses for limited periods of time (on a fee or contract basis) to temporarily replace or supplement the working force of the client, where the individuals provided are employees of the temporary help service unit. Assignments are usually temporary and performed under the supervision of staff of the client unit, at the client’s work site.",
78103,5,7810,Domestic worker employment placement agencies (excluding online marketplaces),"This Sub-class includes domestic worker employment placement agencies that list employment vacancies and referring or placing applicants for employment, where the individuals referred or placed are not employees of the employment agencies.",
78104,5,7810,Employment agencies (excluding domestic worker employment placement agencies and online marketplaces),"This Sub-class includes listing employment vacancies and referring or placing applicants for employment, where the individuals referred or placed are not employees of the employment agencies.",
783,3,78,MANAGEMENT OF HUMAN RESOURCE FUNCTIONS,,
7830,4,783,Management of Human Resource Functions,,
78300,5,7830,Management of human resource functions,"This Sub-class includes provision of a comprehensive range of human resource functions (e.g. salary, bonuses, employee benefits and other fiscal and human resource issues) for their clients on a contract or fee basis but they are not responsible for direction and supervision of employees.",
79,2,N,"TRAVEL AGENCIES, TOUR OPERATORS AND TIMESHARING SERVICE ACTIVITIES",,
791,3,79,TRAVEL AGENCIES AND TOUR OPERATORS ACTIVITIES,,
7910,4,791,Travel Agencies and Tour Operators Activities,,
79101,5,7910,Travel agencies and tour operators (mainly inbound),"This Sub-class includes:
•travel agencies which sell or arrange for the provision of inbound tour, travel on any conveyance (with or without accommodation), or the purchase or reservation for resale of
such travel.
•tour operators which sell or arrange for the provision of inbound tours
•the inbound tours may include any or all of the following:
- conveyance
- both conveyance and accommodation
- visits to places or points of interest, including but not limited to historical sites, cultural precincts or attractions

Some of the services provided by these firms include itinerary planning and guided tours.",
79102,5,7910,Travel agencies and tour operators (mainly outbound),"This Sub-class includes:
•travel agencies which sell or arrange for the provision of outbound tour, travel on any conveyance (with or without accommodation), or the purchase or reservation for resale of
such travel.
•tour operators which sell or arrange for the provision of outbound tours
•the outbound tours may include any or all of the following:
- conveyance
- both conveyance and accommodation
- visits to places or points of interest, including but not limited to historical sites, cultural precincts or attractions

Some of the services provided by these firms include itinerary planning and guided tours.",
792,3,79,TIMESHARING SERVICE ACTIVITIES,,
7920,4,792,Timesharing Service Activities,,
79200,5,7920,Timesharing service activities,This Sub-class includes provision of timesharing services.,
80,2,N,SECURITY AND INVESTIGATION ACTIVITIES,,
801,3,80,PRIVATE SECURITY ACTIVITIES,,
8010,4,801,Private Security Activities,,
80100,5,8010,Private security activities,"This Sub-class includes:
•providing guard and patrol services
•providing security systems services, including:
- monitoring or remote monitoring of electronic security alarm systems, such as burglar and fire alarms, including their maintenance
- installing, repairing, rebuilding, and adjusting mechanical or electronic locking devices, safes and security vaults",
802,3,80,DETECTIVE AND INVESTIGATION ACTIVITIES,,
8020,4,802,Detective and Investigation Activities,,
80200,5,8020,Detective and investigation activities,This Sub-class includes provision of detective and investigation services independent of the type of client or purpose of investigation.,
81,2,N,CLEANING AND LANDSCAPE MAINTENANCE ACTIVITIES,,
812,3,81,CLEANING ACTIVITIES,,
8121,4,812,General Cleaning Services,,
81211,5,8121,"General cleaning services (including cleaning of public areas, offices and factories) except household cleaning and online marketplaces","This Sub-class includes:
•interior or exterior general cleaning services for all types of building and premises such as offices, shops and factories
•general cleaning services for public premises such as streets and parks",
81212,5,8121,Domestic/Household cleaning services (excluding online marketplaces),This Sub-class includes the provision of general cleaning services for households.,
8129,4,812,Other Cleaning Services,,
81291,5,8129,Pest control services not in connection with agriculture,"This Sub-class includes the provision of pest control services not in connection with agriculture. 

Units in this Sub-class are primarily engaged in one or more of the following activities:
•exterminating and controlling birds, mosquitoes, rodents, termites, and other insects and pests (except for agriculture)
•providing fumigation and weed control services (except for agriculture)",
81292,5,8129,"Cleaning of swimming pools, spas and fountains","This Sub-class includes the cleaning of swimming pools, spas and fountains.",
81299,5,8129,Other cleaning services n.e.c. (excluding online marketplaces),This Sub-class includes the provision of cleaning services not elsewhere classified.,"•specialised industrial machinery cleaning services
•cleaning of trains, buses, aircrafts"
813,3,81,"LANDSCAPE PLANTING, CARE AND MAINTENANCE SERVICE ACTIVITIES",,
8130,4,813,"Landscape Planting, Care and Maintenance Service Activities",,
81300,5,8130,"Landscape planting, care and maintenance service activities (e.g. garden installation and maintenance, grass cutting, tree felling, pruning)","This Sub-class includes planting, care and maintenance of greenery and landscape features, for instance:
•grass cutting 
•tree felling and pruning 
•planting and maintenance of trees in gardens, parks and streetscapes
•installation and maintenance of turfs, parks, reserves, gardens

Units in this Sub-class are primarily engaged in one or more of the following:
•landscape planting, care and maintenance service activities in/for:
- parks and gardens
- public and private housing
- buildings (e.g. roof gardens, façade greenery, vertical greenery, indoor gardens)
- sports facilities and premises (e.g. football fields, golf courses, lawns)
- roads and expressways 
- protection against noise, wind, erosion
- industrial and commercial buildings",
82,2,N,"OFFICE ADMINISTRATIVE, OFFICE SUPPORT AND OTHER BUSINESS SUPPORT ACTIVITIES",,
821,3,82,OFFICE ADMINISTRATIVE AND SUPPORT ACTIVITIES,,
8211,4,821,Combined Office Administrative Service Activities,,
82110,5,8211,Office administrative services on a fee or contract basis (e.g. billing and record keeping),"This Sub-class includes the provision of a combination of day-to-day office administrative services, such as billing and record keeping, personnel and physical distribution (mail services), logistics, receptionist and clerical services to third-parties only on a commission or fee basis, but are not involved in the decision-making or operational aspects of the firm that they provide such services to.",
8219,4,821,"Photocopying, Document Preparation and Other Specialised Office Support Activities",,
82191,5,8219,Stenographic and secretarial services,"This Sub-class includes the provision of stenographic and secretarial support services. 

Units in this Sub-class are primarily engaged in one or more of the following:
•corporate adminstration and secretarial support services
•corporate secretarial services 
•document preparation
•letter or resume writing
•typing, word processing or desktop publishing
•transcription of documents and other secretarial services",
82192,5,8219,Duplicating and photo-copying services,"This Sub-class includes the provision of document copying and printing services. The document copying/printing activities included here cover only short-run type printing activities.


Units in this Sub-class are primarily engaged in one or more of the following:
•photocopying of documents
•duplicating of documents
•blueprinting of documents",
82199,5,8219,Other specialised office support activities n.e.c.,This Sub-class includes the provision of other specialised office support activities not elsewhere classified.,"•mailing and distribution support services e.g. envelope addressing, stuffing, sealing, flyer distribution
•document editing service
•proof-reading service"
822,3,82,ACTIVITIES OF CALL CENTRES,,
8220,4,822,Activities of Call Centres,,
82200,5,8220,Call centres,"This Sub-class includes:
•activities of inbound call centres, such as: 
- answering calls from clients by using human operators
- automatic call distribution, computer telephone integration, interactive voice response systems or similar methods to receive orders 
- providing product information, deal with customer requests for assistance or address customer complaints 
•activities of outbound call centres such as:
- selling of market goods or services to potential customers
- undertaking market research or public opinion polling and similar activities for clients",
823,3,82,"CONVENTION, TRADE SHOW, CONCERT AND OTHER EVENT ORGANISERS",,
8230,4,823,"Convention, Trade Show, Concert and Other Event Organisers",,
82301,5,8230,Exhibition organisers,"This Sub-class includes:
•provision of organisation, promotion or management of exhibitions
•exhibition consultancy and management service",
82302,5,8230,Convention/Conference organisers,"This Sub-class includes:
•provision of organisation, promotion or management of conventions, trade shows, and conferences
•consultancy and management of conference and trade shows",
82303,5,8230,Event/Concert organisers,"This Sub-class includes:
•provision of organisation, promotion or management of events and concerts
•event or concert consultancy and management
•retreat organiser
•seminar organiser",
82304,5,8230,Exhibition stand contractors,"This Sub-class includes contractors which provide exhibition stands and facilities for events (e.g. exhibitions, conferences, concerts).",
829,3,82,BUSINESS SUPPORT SERVICE ACTIVITIES N.E.C.,,
8291,4,829,Activities of Collection Agencies and Credit Bureaus,,
82911,5,8291,Debt collection services,"This Sub-class includes the collection of payments for claims and remittance of payments collected to the clients, including bill and debt collection services.",
82912,5,8291,Credit rating agencies,"This Sub-class includes the compilation of information to evaluate the creditworthiness of persons and businesses, and providing the information to financial institutions, retailers and others who have a need to evaluate the creditworthiness of these persons and businesses.",
8292,4,829,Packaging Activities,,
82920,5,8292,Packaging activities,"This Sub-class includes the provision of packaging activities on a fee or contract basis, whether or not these involve an automated process, such as:
•bottling of liquids, including beverages and food
•packaging of solids (blister packaging, foil-covered, etc.)
•security packaging of pharmaceutical preparations
•labeling, stamping and imprinting
•parcel-packing and gift-wrapping",
8299,4,829,Other Business Support Service Activities n.e.c.,,
82991,5,8299,Activities of auction houses,This Sub-class includes the provision of auction services.,
82999,5,8299,Other business support service activities (e.g. administration of loyalty programmes),This Sub-class includes the provision of other business support services that are not elsewhere classified.,"•addressograph service
•administration of loyalty programme
•diving service on a contract or fee basis (non-sports instructional)"
O,1,,PUBLIC ADMINISTRATION AND DEFENCE,,
84,2,O,PUBLIC ADMINISTRATION AND DEFENCE,,
841,3,84,ADMINISTRATION OF THE STATE AND THE ECONOMIC AND SOCIAL POLICY OF THE COMMUNITY,,
8411,4,841,General Public Administration,,
84110,5,8411,"Executive, legislative and other general public administration (e.g. Istana, parliament, tax authority)","This Sub-class includes the executive, legislative and other general public administration of local bodies.

Units in this Sub-class are primarily engaged in one or more of the following:
•administration and supervision of fiscal affairs
- operation of taxation schemes 
- duty/tax collection on goods and tax violation investigation
- customs administration
•budget implementation and management of public funds and public debt
- raising and receiving of money and control of their disbursement
•administration and operation of national statistical services",
8412,4,841,Public Administration of Economic and Social Programmes,,
84120,5,8412,Public administration of economic and social programmes,"This Sub-class includes:
•the public administration of economic and social programmes for the following areas:
- agriculture
- land use
- energy and mining 
- resources
- infrastructure
- transport
- communication
- hotels and tourism
- wholesale and retail trade
- health
- education
- culture
- sport
- recreation
- environment
- housing
- social services
•administration of R&D policies and associated funds to these areas
•administration of general labour affairs",
842,3,84,PROVISION OF SERVICES TO THE COMMUNITY AS A WHOLE,,
8421,4,842,Foreign Affairs,,
84210,5,8421,Foreign affairs,"This Sub-class includes:
•administration and operation of the ministry of foreign affairs and diplomatic and consular missions stationed abroad or at offices of international organisations
•aid to foreign countries, whether or not routed through international organisations",
8422,4,842,Defence Activities,,
84221,5,8422,Armed forces,"This Sub-class includes:
•administration, supervision and operation of military defence affairs and land, sea, air and space defence forces
- combat forces of army, navy and air force
- engineering, transport, communications, intelligence, material, personnel and other non-combat forces and commands
- reserve and auxiliary forces of the defence establishment
- military logistics (provision of equipment, structures, supplies, etc.)
- health activities for military personnel in the field",
84229,5,8422,Defence activities n.e.c.,This Sub-class includes other supporting services related to military defence affairs and national security needs of Singapore not elsewhere classified.,•administration of defence-related R&D policies and related funds
8423,4,842,Public Order and Safety Activities,,
84231,5,8423,Judiciary and related services,"This Sub-class includes:
•administration and operation of administrative civil and criminal law courts, military tribunals and the judicial system, including legal representation and advice on behalf of the government or when provided by the government in cash or services
•rendering of judgements and interpretations of the law, arbitration and mediation of civil actions",
84232,5,8423,Police,"This Sub-class includes:
•administration and operation of police forces supported by public authorities
•the forces may be deployed at port, border, coastguards and includes special police forces. Duties include traffic regulation, illegal immigrant investigation or maintenance of arrest records",
84233,5,8423,Prisons,This Sub-class includes prison administration by public authorities.,
84234,5,8423,"Other places of detention, correction and rehabilitation","This Sub-class includes the provision of correctional services, including rehabilitation services, regardless of whether their administration and operation is done by government units or by private units on a contract or fee basis.",
84235,5,8423,Civil defence,"This Sub-class includes:
•fire-fighting and fire prevention services
•administration and operation of regular and auxiliary fire brigades in fire prevention, fire-fighting, rescue of persons and animals, assistance in civic disasters, road accidents, etc.
•provision of supplies for domestic emergency use in case of peacetime disasters and Community Emergency And Engagement (C2E) Committees",
84239,5,8423,Public order and safety activities n.e.c.,This Sub-class includes the administration and operation of other public order and safety activities not elsewhere classified.,"•fishing inspection, protection and patrol services"
P,1,,EDUCATION,,
85,2,P,EDUCATION,,
851,3,85,PRE-PRIMARY AND PRIMARY EDUCATION,,
8510,4,851,Pre-Primary and Primary Education,,
85101,5,8510,Nurseries and kindergartens,"This Sub-class includes nurseries and kindergartens. Pre-primary education is defined as the initial stage of organised instruction designed primarily to introduce very young children to a school-type environment, that is, to provide a bridge between the home and a school-based atmosphere.",
85102,5,8510,Primary schools,"This Sub-class includes primary schools. These education courses aim to give students a sound basic education in reading, writing and mathematics and an elementary understanding of other subjects such as history, geography, natural science, social science, art and music. Such education is generally provided for children, however the provision of literacy programmes within or outside the school system, which are similar in content to programmes in primary education but are intended for those considered too old to enter elementary schools, is also included (i.e. adult literacy programmes).",
852,3,85,SECONDARY AND POST-SECONDARY NON-TERTIARY EDUCATION,,
8521,4,852,General Secondary and Post-Secondary Non-Tertiary Education,,
85211,5,8521,Secondary schools including combined primary and secondary schools,"This Sub-class includes:
•the provision of education service at the secondary level, giving access to post-secondary (non-tertiary) or higher education. Such units provide programmes that are usually on a more subject-oriented pattern using more specialised teachers, and more often employ several teachers conducting classes in their field of specialisation. 
•education can be provided through various channels (e.g. classrooms, Internet, at home)
•programmes at this level are usually designated to qualify students either for post-secondary (non-tertiary) education or higher education",
